,glcode,name,iso,level,macroarea,lat,lon,from,family,country
15702,nort2918,North Awyu,yir,language,Papunesia,-5.93647,140.068,glot,Nuclear Trans New Guinea,ID
15703,nort2697,North Azerbaijani,azj,language,Eurasia,40.9777,46.4737,glot,Turkic,AM AZ GE IR RU TR
15704,nort2860,North Babar,bcd,language,Papunesia,-7.84311,129.743,glot,Austronesian,ID
15705,nort2859,North Babaric,,family,,,,glot,Austronesian,
15706,baff1240,North Baffin Inuktitut,,dialect,North America,,,glot,eski1264,
15707,nort3150,North Bahnaric,,family,,,,glot,Austroasiatic,
15708,nort2660,North Balasore Oriya,,dialect,Eurasia,,,glot,Indo-European,
15709,nort2776,North Bangato,,dialect,Africa,,,glot,Atlantic-Congo,
15710,nort3346,North Bashkardi,,dialect,Eurasia,,,glot,Indo-European,
15711,nort2634,North Bavarian,,dialect,Eurasia,49.49,11.86,glot,Indo-European,CZ DE
15712,nort2903,North Beami,,dialect,Papunesia,,,glot,bosa1245,
15713,nort2909,North Binanderean,,family,,,,glot,Nuclear Trans New Guinea,
15714,nort2796,North Binja,,dialect,Africa,,,glot,Atlantic-Congo,
15715,nort3156,North Biu-Mandara,,family,,,,glot,Afro-Asiatic,
15716,nort2804,North Bobe,,dialect,Africa,,,glot,Atlantic-Congo,
15717,nort2976,North Bolivian Quechua,qul,language,South America,-14.4014,-68.7894,glot,quec1387,BO PE
15718,nort3253,North Borneo Malayo-Polynesian,,family,,,,glot,Austronesian,
15719,nort2933,North Bougainville,,family,,,,glot,nan,
15720,neha1246,North Bougainville Oceanic,,family,,,,glot,Austronesian,
15721,nort2902,North Bunun,,dialect,Papunesia,,,glot,Austronesian,
15722,nort2738,North Burma Khamti,,dialect,Eurasia,,,glot,taik1256,
15723,nort1506,North Central Alacufan,,family,,,,glot,kawe1237,
15724,nort3317,North Central American English,,dialect,Eurasia,,,glot,Indo-European,
15725,nort2922,North Central Fore,,dialect,Papunesia,,,glot,Nuclear Trans New Guinea,
15726,nort2939,North Central Mixe,neq,language,North America,17.17947,-95.70318,glot,mixe1284,MX
15727,nort3324,North Central Romani,,dialect,Eurasia,,,glot,Indo-European,
15728,nort3092,North Central Soqotri,,dialect,Africa,12.649,54.018,glot,Afro-Asiatic,YE
15729,nort2861,North Central Tarangan,,dialect,Papunesia,,,glot,Austronesian,
15730,nort2936,North Central Yuri,,dialect,Papunesia,,,glot,pauw1244,
15731,nort3351,North Chimborazo Highland Quichua,,dialect,South America,,,glot,quec1387,
15732,nort3230,North Coast Malakula,,family,,,,glot,Austronesian,
15733,nort2855,North Coast Mengen,,dialect,Papunesia,,,glot,Austronesian,
15734,nort3154,North Coast Pama-Nyungan,,family,,,,glot,Pama-Nyungan,
15735,nort2866,North Coastal Alune,,dialect,Papunesia,,,glot,Austronesian,
15736,nort3280,North Dargwa,,dialect,Eurasia,,,glot,nakh1245,
15737,nort1624,North Dogri,,dialect,Eurasia,,,glot,Indo-European,
15738,nort2698,North Dravidian,,family,,,,glot,Dravidian,
15739,nort2629,North Drente,,dialect,Eurasia,,,glot,Indo-European,
15740,nort2888,North East Greater Barito,,family,,,,glot,Austronesian,
15741,nort3304,North Eastern Qinghai Amdo,,dialect,Eurasia,,,glot,Sino-Tibetan,
15742,nort2836,North Efate,llp,language,Papunesia,-17.5774,168.375,glot,Austronesian,VU
15743,nort3222,North Efatic,,family,,,,glot,Austronesian,
15744,nort2674,North Estonian,,dialect,Eurasia,,,glot,Uralic,
15745,nort2770,North Fali,fll,language,Africa,9.9249,13.6567,glot,Atlantic-Congo,CM
15746,nort2806,North Fe'Fe',,dialect,Africa,,,glot,Atlantic-Congo,
15747,nort3282,North Finnic,,family,,,,glot,Uralic,
15748,nort3160,North Germanic,,family,,,,glot,Indo-European,
15749,nort3047,North Giziga,gis,language,Africa,10.6755,14.219,glot,Afro-Asiatic,CM
15750,nort3204,North Guang,,family,,,,glot,Atlantic-Congo,
15751,nort3202,North Guerrero Nahuatl,,family,,,,glot,Uto-Aztecan,
15752,nort2923,North Halmahera,,family,,,,glot,nan,
15753,nort3307,North Hanoveranian,,dialect,Eurasia,,,glot,Indo-European,
15754,nort3050,North Hausa,,dialect,Africa,,,glot,Afro-Asiatic,
15755,nort2904,North Hewa,,dialect,Papunesia,,,glot,sepi1257,
15756,nort3136,North Hijazi,,dialect,Eurasia,,,glot,Afro-Asiatic,
15757,nort2748,North Hmongic,,family,,,,glot,hmon1336,
15758,nort2636,North Hollandish,,dialect,Eurasia,,,glot,Indo-European,
15759,nort2721,North Hpon,,dialect,Eurasia,,,glot,Sino-Tibetan,
15760,nort2858,North Huon Gulf linkage,,family,,,,glot,Austronesian,
15761,nort2880,North Ibanag,,dialect,Papunesia,,,glot,Austronesian,
15762,nort2868,North Ile Ape,,dialect,Papunesia,,,glot,Austronesian,
15763,nort2980,North Junín Quechua,qvn,language,South America,-11.2132,-75.8128,glot,quec1387,PE
15764,nort2849,North Kakabai,,dialect,Papunesia,,,glot,Austronesian,
15765,nort2881,North Kamayo,,dialect,Papunesia,,,glot,Austronesian,
15766,nort2927,North Kamberataro,,dialect,Papunesia,,,glot,sena1264,
15767,nort2700,North Kerala,,dialect,Eurasia,,,glot,Dravidian,
15768,nort3245,North Khoekhoe,,family,,,,glot,Khoe–Kwadi,
15769,nort2689,North Khorasan Turkic,,dialect,Eurasia,,,glot,Turkic,
15770,nort2664,North Khowar,,dialect,Eurasia,,,glot,Indo-European,
15771,nort2696,North Kipchak,,family,,,,glot,Turkic,
15772,nort2798,North Kitui,,dialect,Africa,,,glot,Atlantic-Congo,
15773,nort2614,North Komedia,,dialect,Eurasia,,,glot,Indo-European,
15774,nort3133,North Kordofan Arabic,,dialect,Africa,,,glot,Afro-Asiatic,
15775,nort3250,North Korowai,krg,language,,,,glot,,
15776,nort2799,North Kwandu,,dialect,Africa,,,glot,Atlantic-Congo,
15777,nort3048,North Laamang,,dialect,Africa,,,glot,Afro-Asiatic,
15778,labr1244,North Labrador Eskimo,,dialect,North America,,,glot,eski1264,
15779,nort3140,North Lebanese Arabic,,dialect,Eurasia,,,glot,Afro-Asiatic,
15780,nort3216,North Lembata-Adonara,,family,,,,glot,Austronesian,
15781,nort3139,North Levantine Arabic,apc,language,Eurasia,34.1709,36.0468,glot,Afro-Asiatic,IL LB SY TR
15782,nort3130,North Levantine Bedawi Arabic,,dialect,Africa,,,glot,Afro-Asiatic,
15783,nort2870,North Lole,,dialect,Papunesia,,,glot,Austronesian,
15784,ostf1234,North Low Saxon,,family,,,,glot,Indo-European,
15785,nort3284,North Malaitan,,family,,,,glot,Austronesian,
15786,nort2873,North Mangyan,,family,,,,glot,Austronesian,
15787,nort2884,North Manobo,,family,,,,glot,Austronesian,
15788,nort3227,North Mara,,family,,,,glot,Atlantic-Congo,
15789,nort2845,North Marquesan,mrq,language,Papunesia,-8.89412,-140.108,glot,Austronesian,PF
15790,nort3157,North Masa,,family,,,,glot,Afro-Asiatic,
15791,nort2850,North Mekeo,,dialect,Papunesia,,,glot,Austronesian,
15792,nort3142,North Mesopotamian Arabic,ayp,language,Eurasia,36.2986,42.0047,glot,Afro-Asiatic,IQ JO SY TR
15793,nort2915,North Migabac,,dialect,Papunesia,,,glot,Nuclear Trans New Guinea,
15794,nort2886,North Minahasan,,family,,,,glot,Austronesian,
15795,nort2925,North Modole,,dialect,Papunesia,,,glot,nort2923,
15796,nort3046,North Mofu,mfk,language,Africa,10.6834,14.1117,glot,Afro-Asiatic,CM
15797,nort2828,North Moluccan Malay,max,language,Papunesia,-0.86437,128.323,glot,Austronesian,ID
15798,maku1247,North Mozambique Bantu,,family,,,,glot,Atlantic-Congo,
15799,nort3151,North Munda,,family,,,,glot,Austroasiatic,
15800,nort2916,North Muyu,kti,language,Papunesia,-5.55319,140.84,glot,Nuclear Trans New Guinea,ID
15801,nort3137,North Najdi,,dialect,Eurasia,,,glot,Afro-Asiatic,
15802,nort2912,North Nakama,,dialect,Papunesia,,,glot,Nuclear Trans New Guinea,
15803,nort3206,North New Guinea linkage,,family,,,,glot,Austronesian,
15804,nort2717,North Nisu,,family,,,,glot,Sino-Tibetan,
15805,nort1551,North Northern Paiute,,dialect,North America,,,glot,Uto-Aztecan,
15806,nort3321,North Northern Scots,,dialect,Eurasia,,,glot,Indo-European,
15807,nort2867,North Nuaulu,nni,language,Papunesia,-2.93154,129.277,glot,Austronesian,ID
15808,nort2911,North Nuk,,dialect,Papunesia,,,glot,Nuclear Trans New Guinea,
15809,nort3220,North Nyanza,,family,,,,glot,Atlantic-Congo,
15810,nort2838,North Paama,,dialect,Papunesia,,,glot,Austronesian,
15811,nort2848,North Papuan Mainland-D'Entrecasteaux linkage,,family,,,,glot,Austronesian,
15812,nort2244,North Permyak,,dialect,Eurasia,,,glot,Uralic,
15813,nort1401,North Picene,nrp,language,Eurasia,,,glot,uncl1493,ES
15814,nort2824,North Plateau Dogon,,family,,,,glot,dogo1299,
15815,nort3373,North Páez,,dialect,South America,,,glot,paez1247,
15816,nort3138,North Qatari Arabic,,dialect,Eurasia,,,glot,Afro-Asiatic,
15817,nort2597,North Russian,,dialect,Eurasia,,,glot,Indo-European,
15818,nort2655,North Russian Romani,,dialect,Eurasia,,,glot,Indo-European,
15819,nort3228,North Rutara,,family,,,,glot,Atlantic-Congo,
15820,nort2671,North Saami,sme,language,Eurasia,68.725,22.1113,glot,Uralic,FI NO SE
15821,nort2750,North Sakhalin Nivkh,,dialect,Eurasia,,,glot,nivk1234,
15822,nort2613,North Samogitian,,dialect,Eurasia,,,glot,Indo-European,
15823,nort3171,North Sarawakan,,family,,,,glot,Austronesian,
15824,nort3266,North Scandinavian,,family,,,,glot,Indo-European,
15825,nort3175,North Sea Germanic,,family,,,,glot,Indo-European,
15826,nort2913,North Selepet,,dialect,Papunesia,,,glot,Nuclear Trans New Guinea,
15827,nort3254,North Senufo,,family,,,,glot,Atlantic-Congo,
15828,nort2688,North Siberian Turkic,,family,,,,glot,Turkic,
15829,nort2830,North Siberut,,dialect,Papunesia,,,glot,Austronesian,
15830,nort2942,North Slavey,scs,language,North America,63.2671,-123.641,glot,atha1245,CA
15831,nort2944,North Slope Inupiatun,,dialect,North America,,,glot,eski1264,
15832,nort2837,North Small Nambas,,dialect,Papunesia,,,glot,Austronesian,
15833,sika1264,North Sogeram,,family,,,,glot,Nuclear Trans New Guinea,
15834,nort2872,North Tabukang,,dialect,Papunesia,,,glot,Austronesian,
15835,nort2920,North Tairora,tbg,language,Papunesia,-6.51563,145.959,glot,Nuclear Trans New Guinea,PG
15836,nort2847,North Tanna,tnn,language,Papunesia,-19.3733,169.303,glot,Austronesian,VU
15837,nort3311,North Thuringian,,dialect,Eurasia,,,glot,Indo-European,
15838,nort2914,North Timbe,,dialect,Papunesia,,,glot,Nuclear Trans New Guinea,
15839,nort3192,North Tivoid,,family,,,,glot,Atlantic-Congo,
15840,nort3372,North Transylvanian Romani,,dialect,Eurasia,,,glot,Indo-European,
15841,nort2844,North Tuvaluan,,dialect,Papunesia,,,glot,Austronesian,
15842,nort2676,North Udmurt,,dialect,Eurasia,,,glot,Uralic,
15843,nort3313,North Upper Saxon,,dialect,Eurasia,,,glot,Indo-European,
15844,nort2630,North Veluws,,dialect,Eurasia,,,glot,Indo-European,
15845,nort3149,North Volta-Congo,,family,,,,glot,Atlantic-Congo,
15846,nort2921,North Wahgi,whg,language,Papunesia,-5.75356,144.804,glot,Nuclear Trans New Guinea,PG
15847,nort2926,North Waibuk,,dialect,Papunesia,,,glot,piaw1238,
15848,nort2857,North Watut,una,language,Papunesia,-6.64084,146.218,glot,Austronesian,PG
15849,nort2891,North West Greater Barito,,family,,,,glot,Austronesian,
15850,nort2863,North Yamdena,,dialect,Papunesia,,,glot,Austronesian,
15851,nort2825,North Yawa,,dialect,Papunesia,,,glot,yawa1259,
15852,nucl1411,North Yemba,,dialect,Africa,,,glot,Atlantic-Congo,
15853,nort3376,North Zaire River,,family,,,,glot,Atlantic-Congo,
15854,nort3195,North and Central Vanuatu,,family,,,,glot,Austronesian,
15855,nort3170,North and East Malayo-Sumbawan,,family,,,,glot,Austronesian,
15856,nort2832,North and West Guadalcanal,,family,,,,glot,Austronesian,
15857,nort3146,North-Central Atlantic,,family,,,,glot,Atlantic-Congo,
15858,darg1241,North-Central Dargwa,dar,language,Eurasia,42.4257,47.4388,glot,nakh1245,AZ KZ RU UA
15859,nort3277,North-Central Datooga,,family,,,,glot,nilo1247,
15860,nort3182,North-Central Edoid,,family,,,,glot,Atlantic-Congo,
15861,nort3215,North-Central Jos,,family,,,,glot,Atlantic-Congo,
15862,kung1261,North-Central Ju,knw,language,Africa,-21.92,18.0,glot,Kxa,AO NA ZA
15863,nort3141,North-Central Lebanese Arabic,,dialect,Eurasia,,,glot,Afro-Asiatic,
15864,nort3193,North-Central Liberian Grebo,,family,,,,glot,krua1234,
15865,nort3375,North-Central Makaaic,,family,,,,glot,Atlantic-Congo,
15866,nort3196,North-Central Malagasic,,family,,,,glot,Austronesian,
15867,nort3271,North-Central Mansi,,family,,,,glot,Uralic,
15868,nort3350,North-Central Mephaa,,family,,,,glot,otom1299,
15869,taly1247,North-Central Talysh,tly,language,Eurasia,38.4552,48.6349,glot,Indo-European,AZ IR RU
15870,nort3287,North-Central Tangkhul Naga,,language,Eurasia,25.156667,94.204722,glot,Sino-Tibetan,IN
15871,nort3241,North-Eastern Neo-Aramaic,,family,,,,glot,Afro-Asiatic,
15872,nort1442,North-Eastern Tasmanian,,family,,,,glot,nan,
15873,pura1258,North-Northwest Pura,,dialect,Papunesia,,,glot,timo1261,
15874,nort2790,North-South Central Delta Cross,,family,,,,glot,Atlantic-Congo,
15875,nort3279,North-South Irula,,dialect,Eurasia,,,glot,Dravidian,
15876,nort2928,North-South Udab,,dialect,Papunesia,,,glot,goil1242,
15877,nort3237,North-West Dagaric,,family,,,,glot,Atlantic-Congo,
15878,nort3315,North-West Irish English,,dialect,Eurasia,,,glot,Indo-European,
15879,nort3161,North-West Ometo,,family,,,,glot,gong1255,
15880,nort3319,North-West Welsh English,,dialect,Eurasia,,,glot,Indo-European,
15881,nort3292,North-Western Tigre,,dialect,Africa,,,glot,Afro-Asiatic,
15882,nort3135,North-Western Tunisian,,dialect,Africa,,,glot,Afro-Asiatic,
15883,nort2753,North-western Warlpiri,,dialect,Australia,,,glot,Pama-Nyungan,
15884,nort3302,Northamptonshire-Cambridgeshire,,dialect,Eurasia,,,glot,Indo-European,
15885,nort3236,Northeast Ambon,,family,,,,glot,Austronesian,
15886,nort2919,Northeast Awa,,dialect,Papunesia,,,glot,Nuclear Trans New Guinea,
15887,nort3247,Northeast Bainounk,,language,Africa,13.213,-15.835,glot,Atlantic-Congo,GM
15888,nort2598,Northeast Belarusan,,dialect,Eurasia,,,glot,Indo-European,
15889,nort2596,Northeast Bohemian,,dialect,Eurasia,,,glot,Indo-European,
15890,nort3209,Northeast Coastal Bantu,,family,,,,glot,Atlantic-Congo,
15891,nort2805,Northeast Duguri,,dialect,Africa,,,glot,Atlantic-Congo,
15892,nort3131,Northeast Egyptian Bedawi Arabic,,dialect,Africa,,,glot,Afro-Asiatic,
15893,nort2929,Northeast Fuyug,,dialect,Papunesia,,,glot,goil1242,
15894,nort3382,Northeast Georgian,,dialect,Eurasia,,,glot,kart1248,
15895,nort3296,Northeast Gheg,,dialect,Eurasia,,,glot,Indo-European,
15896,nort2669,Northeast Hungarian,,dialect,Eurasia,,,glot,Uralic,
15897,east2812,Northeast Itelmen,,language,Eurasia,57.596103,162.486163,glot,chuk1271,RU
15898,nort3362,Northeast Japura-Colombia,,family,,,,glot,araw1281,
15899,nort3352,Northeast Khorasa Turkic,,dialect,Eurasia,,,glot,Turkic,
15900,nort2930,Northeast Kiwai,kiw,language,Papunesia,-7.39215,144.667,glot,kiwa1251,PG
15901,nort2895,Northeast Luwu,,dialect,Papunesia,,,glot,Austronesian,
15902,nort2952,Northeast Maidu,nmu,language,North America,40.4102,-120.645,glot,maid1262,US
15903,nort3357,Northeast Meto,,family,,,,glot,Austronesian,
15904,nort2887,Northeast Minahasan,,family,,,,glot,Austronesian,
15905,nort3132,Northeast Nile Delta Arabic,,dialect,Africa,,,glot,Afro-Asiatic,
15906,nort3278,Northeast Paman,,family,,,,glot,Pama-Nyungan,
15907,nort2666,Northeast Pashayi,aee,language,Eurasia,34.878256,70.890845,glot,Indo-European,AF
15908,nort3172,Northeast Sabahan,,family,,,,glot,Austronesian,
15909,wall1238,Northeast Sahaptin,waa,language,North America,45.7206,-118.424,glot,saha1239,US
15910,nort3203,Northeast Savanna Bantu,,family,,,,glot,Atlantic-Congo,
15911,nort3369,Northeast Tehuantepec,,family,,,,glot,otom1299,
15912,nort3312,Northeast Thuringian,,dialect,Eurasia,,,glot,Indo-European,
15913,nort3359,Northeast Tulu,,dialect,Eurasia,,,glot,Dravidian,
15914,nort2843,Northeast Vanua Levu,,dialect,Papunesia,,,glot,Austronesian,
15915,nort2842,Northeast Viti Levu,,dialect,Papunesia,,,glot,Austronesian,
15916,nort3370,Northeast Yautepec,,family,,,,glot,otom1299,
15917,nort3163,Northeastern Agaw,,family,,,,glot,Afro-Asiatic,
15918,nort3198,Northeastern Alta Mixtec,,family,,,,glot,otom1299,
15919,nort3344,Northeastern Brao,,dialect,Eurasia,,,glot,Austroasiatic,
15920,nort2406,Northeastern Coastal Estonian,,dialect,Eurasia,,,glot,Uralic,
15921,nort2815,Northeastern Dinka,dip,language,Africa,9.27995,31.8392,glot,nilo1247,SD SS
15922,nort2811,Northeastern Grebo,,dialect,Africa,,,glot,krua1234,
15923,nort3289,Northeastern Jinghpaw,,dialect,Eurasia,,,glot,Sino-Tibetan,
15924,bija1244,Northeastern Kannada,,dialect,Eurasia,,,glot,Dravidian,
15925,nort2694,Northeastern Karakalpak,,dialect,Eurasia,,,glot,Turkic,
15926,nort2695,Northeastern Kazakh,,dialect,Eurasia,,,glot,Turkic,
15927,nort3179,Northeastern Kuki-Chin,,family,,,,glot,Sino-Tibetan,
15928,nort2651,Northeastern Kumauni,,dialect,Eurasia,,,glot,Indo-European,
15929,nort3097,Northeastern Lishanid Noshan,,dialect,Eurasia,,,glot,Afro-Asiatic,
15930,nort3187,Northeastern Luzon,,family,,,,glot,Austronesian,
15931,nort2908,Northeastern Mairasi,,dialect,Papunesia,,,glot,mair1253,
15932,nort3283,Northeastern Mandarin,,dialect,Eurasia,,,glot,Sino-Tibetan,
15933,nort3383,Northeastern Mexican Spanish,,dialect,Eurasia,,,glot,Indo-European,
15934,nort2786,Northeastern Nuni,,dialect,Africa,,,glot,Atlantic-Congo,
15935,nort3291,Northeastern Olekha,,dialect,Eurasia,,,glot,Sino-Tibetan,
15936,nort3333,Northeastern Oroqen,,dialect,Eurasia,,,glot,tung1282,
15937,nort3256,Northeastern Pama,,family,,,,glot,Pama-Nyungan,
15938,nort2648,Northeastern Pashto,,dialect,Eurasia,,,glot,Indo-European,
15939,nort2967,Northeastern Russian River Pomo,pef,language,North America,39.2894,-122.509,glot,pomo1273,US
15940,nort2741,Northeastern Thai,tts,language,Eurasia,16.03,103.67,glot,taik1256,KH LA TH
15941,krey1238,Northeastern Timbira,xre,language,South America,-4.199179,-44.8295387,glot,nucl1710,BR
15942,nort2687,Northeastern Tuvin,,dialect,Eurasia,,,glot,Turkic,
15943,nort2632,Northeastern Yiddish,,dialect,Eurasia,,,glot,Indo-European,
15944,nort2608,Northen Occitan,,dialect,Eurasia,,,glot,Indo-European,
15945,nort3379,Northern Adelbert,,family,,,,glot,Nuclear Trans New Guinea,
15946,nort3052,Northern Afar,,dialect,Africa,,,glot,Afro-Asiatic,
15947,nort3330,Northern Akhvakh,,dialect,Eurasia,,,glot,nakh1245,
15948,nort3260,Northern Alantika Vere,,language,Africa,8.829761,12.850757,glot,Atlantic-Congo,CM
15949,nort2960,Northern Alberta Cree,,dialect,North America,,,glot,algi1248,
15950,nort3290,Northern Algonquin,,dialect,North America,,,glot,algi1248,
15951,nort2875,Northern Alta,aqn,language,Papunesia,15.6913,121.454,glot,Austronesian,PH
15952,nort3199,Northern Alta Mixtec,,family,,,,glot,otom1299,
15953,nort2686,Northern Altai,atv,language,Eurasia,50.8998,88.0672,glot,Turkic,RU
15954,nort2935,Northern Amami-Oshima,ryn,language,Eurasia,28.2099,129.453,glot,Japonic,JP
15955,nort2931,Northern Ambakich,,dialect,Papunesia,,,glot,kera1258,
15956,nata1254,Northern Amis,ais,dialect,Papunesia,23.9386,121.59,glot,Austronesian,TW
15957,nort2977,Northern Arequipa,,dialect,South America,,,glot,quec1387,
15958,nort3096,Northern Assyrian Neo-Aramaic,,dialect,Eurasia,,,glot,Afro-Asiatic,
15959,nort2713,Northern Awu Yi,,dialect,Eurasia,,,glot,Sino-Tibetan,
15960,nort3322,Northern Azerbaijani,,dialect,Eurasia,,,glot,Turkic,
15961,nort2724,Northern Bai,bfc,language,Eurasia,26.925,99.656,glot,Sino-Tibetan,CN
15962,nort2706,Northern Baima,,dialect,Eurasia,,,glot,Sino-Tibetan,
15963,nort3200,Northern Baja Mixtec,,family,,,,glot,otom1299,
15964,nort3374,Northern Bakor,,family,,,,glot,Atlantic-Congo,
15965,nort2803,Northern Bakossi,,dialect,Africa,,,glot,Atlantic-Congo,
15966,nort2729,Northern Bantawa,,dialect,Eurasia,,,glot,Sino-Tibetan,
15967,nort3168,Northern Bantoid,,family,,,,glot,Atlantic-Congo,
15968,nort2644,Northern Bashaka,,dialect,Eurasia,,,glot,Indo-European,
15969,nort2831,Northern Batak,,family,,,,glot,Austronesian,
15970,nort3303,Northern Bear Huron,,dialect,North America,,,glot,iroq1247,
15971,nort2658,Northern Bengali,,dialect,Eurasia,,,glot,Indo-European,
15972,nort3169,Northern Benue-Congo Plateau,,family,,,,glot,Atlantic-Congo,
15973,nort2890,Northern Betsimisaraka Malagasy,bmm,language,Africa,-19.9184,48.812,glot,Austronesian,MG
15974,nort2767,Northern Bia,,family,,,,glot,Atlantic-Congo,
15975,nort3378,Northern Bikwin-Jen,,family,,,,glot,Atlantic-Congo,
15976,karo1299,Northern Binukidnon,kyn,language,Papunesia,9.992,122.816,glot,Austronesian,PH
15977,biri1258,Northern Birifor,,dialect,Africa,,,glot,Atlantic-Congo,
15978,nort2819,Northern Bobo Madaré,bbo,language,Africa,12.4182,-4.47538,glot,mand1469,BF ML
15979,nort2802,Northern Bomitaba,,dialect,Africa,,,glot,Atlantic-Congo,
15980,nort3342,Northern Brao,,dialect,Eurasia,,,glot,Austroasiatic,
15981,nort3049,Northern Buduma,,dialect,Africa,,,glot,Afro-Asiatic,
15982,nort3167,Northern Bullom,,family,,,,glot,Atlantic-Congo,
15983,nort2720,Northern Burmish,,family,,,,glot,Sino-Tibetan,
15984,nort2744,Northern Buyang,,family,,,,glot,taik1256,
15985,nort2950,Northern Caddoan,,family,,,,glot,cadd1255,
15986,nort2612,Northern Calabrese-Lucano,,dialect,Eurasia,,,glot,Indo-European,
15987,nort3318,Northern Canadian English,,dialect,Eurasia,,,glot,Indo-European,
15988,nort2883,Northern Catanduanes Bicolano,cts,language,Papunesia,13.9032,124.27,glot,Austronesian,PH
15989,nort2777,Northern Central Gur,,family,,,,glot,Atlantic-Congo,
15990,nort3214,Northern Central Kenya Bantu,,family,,,,glot,Atlantic-Congo,
15991,nort3219,Northern Cham,,family,,,,glot,Austronesian,
15992,nort3155,Northern Chinese,,family,,,,glot,Sino-Tibetan,
15993,nort3338,Northern Chinese Sign Language,,dialect,Eurasia,,,glot,,
15994,nort2663,Northern Chitral Kalasha,,dialect,Eurasia,,,glot,Indo-European,
15995,nort2769,Northern Chumburung,,dialect,Africa,,,glot,Atlantic-Congo,
15996,nort3098,Northern Cluster Lishán Didán,,dialect,Eurasia,,,glot,Afro-Asiatic,
15997,nort2754,Northern Coastal Nyangumarta,,dialect,Australia,,,glot,Pama-Nyungan,
15998,nort2979,Northern Conchucos Ancash Quechua,qxn,language,South America,-8.97356,-77.4146,glot,quec1387,PE
15999,nort2987,Northern Core Zapotec,,family,,,,glot,otom1299,
16000,nort2611,Northern Corsican,,dialect,Eurasia,,,glot,Indo-European,
16001,nort2761,Northern Costal Yuin,,family,,,,glot,Pama-Nyungan,
16002,nort3252,Northern Costanoan,,family,,,,glot,miwo1274,
16003,nort2692,Northern Crimean,,dialect,Eurasia,,,glot,Turkic,
16004,nort2780,Northern Dagara,dgi,language,Africa,11.0441,-3.0124,glot,Atlantic-Congo,BF GH
16005,nort3180,Northern Daic,zha,family,,,,glot,taik1256,CN
16006,nort3326,Northern Daic-Sek,,family,,,,glot,taik1256,
16007,nort1547,Northern Daly,,family,,,,glot,nan,
16008,nort2801,Northern Dibole,,dialect,Africa,,,glot,Atlantic-Congo,
16009,nort2862,Northern Dobel,,dialect,Papunesia,,,glot,Austronesian,
16010,nort3360,Northern Domari,,dialect,Eurasia,,,glot,Indo-European,
16011,nort2735,Northern Dong,doc,language,Eurasia,26.9944,109.204,glot,taik1256,CN VN
16012,nort2978,Northern Dos de Mayo,,dialect,South America,,,glot,quec1387,
16013,nort1552,Northern East Cree,crl,language,North America,55.1928,-77.7505,glot,algi1248,CA
16014,nort2900,Northern East Formosan,,family,,,,glot,Austronesian,
16015,nort2972,Northern Emberá,emp,language,South America,7.12761,-77.574,glot,choc1280,CO PA
16016,nort3299,Northern English,,dialect,Eurasia,,,glot,Indo-European,
16017,nort2601,Northern Epirus,,dialect,Eurasia,,,glot,Indo-European,
16018,nort2807,Northern Etung,,dialect,Africa,,,glot,Atlantic-Congo,
16019,nort3334,Northern Evenki,,dialect,Eurasia,,,glot,tung1282,
16020,nort2604,Northern Extremaduran,,dialect,Eurasia,,,glot,Indo-European,
16021,nort2772,Northern Fania,,dialect,Africa,,,glot,Atlantic-Congo,
16022,nort2626,Northern Frisian,frr,language,Eurasia,54.6409,8.58489,glot,Indo-European,DE DK
16023,nort3188,Northern Gelao,,family,,,,glot,taik1256,
16024,nort2709,Northern Ghale,ghh,language,Eurasia,28.2332,84.929,glot,Sino-Tibetan,NP
16025,nort2797,Northern Gikuyu,,dialect,Africa,,,glot,Atlantic-Congo,
16026,nort2702,Northern Gondi,gno,language,Eurasia,18.1632,81.3842,glot,Dravidian,IN
16027,nort2778,Northern Gourmanchema,,dialect,Africa,,,glot,Atlantic-Congo,
16028,nort2678,Northern Great Andamanese,,family,,,,glot,grea1241,
16029,nort2810,Northern Grebo,gbo,language,Africa,5.17103,-8.1409,glot,krua1234,CI LR
16030,nort2600,Northern Greek,,dialect,Eurasia,,,glot,Indo-European,
16031,nort2782,Northern Grusi,,family,,,,glot,Atlantic-Congo,
16032,nort1545,Northern Guiyang Hmong,huj,language,Eurasia,26.7238,106.682,glot,hmon1336,CN
16033,gumu1244,Northern Gumuz,guk,language,Africa,11.05,35.93,glot,gumu1250,ET SD
16034,nort2808,Northern Gunu,,dialect,Africa,,,glot,Atlantic-Congo,
16035,jiar1240,Northern Gyalrong,jya,family,,31.60295,102.22875,glot,Sino-Tibetan,CN
16036,nort2938,Northern Haida,hdn,language,North America,54.004532,-132.079257,glot,haid1248,CA US
16037,nort2781,Northern Hanga,,dialect,Africa,,,glot,Atlantic-Congo,
16038,nort2937,Northern Hill/Valley Yokuts,,dialect,North America,,,glot,yoku1255,
16039,nort2662,Northern Hindko,hno,language,Eurasia,34.3202,73.3844,glot,Indo-European,PK
16040,nort3371,Northern Hinterland Blagar,,dialect,Papunesia,,,glot,timo1261,
16041,nort3244,Northern Hmong,,language,Eurasia,24.041944,104.191944,glot,hmon1336,CN
16042,nort2749,Northern Huishui Hmong,hmi,language,Eurasia,26.3259,107.102,glot,hmon1336,CN
16043,nort3387,Northern Iban,,family,,,,glot,Austronesian,
