include,id,nature,category,tags,species,species by,subspecies,species syn,species syn by,species alt,wyk name,amar name,hu name,other name,wikipedia,POWO,GBIF,family,part used,region of origin,country,lat,lon,source,year recorded in TCM,macroarea,range,native regions,no. of native regions,introduced regions,no. of introduced regions,total regions,spreadability,cultivation,color,usage,pharmaceutical,pharma en,TCM,TCM DB,TCM name,TCM pinyin,desc,medicinal group,meridian,action,Hu zh,Ayurveda,Words,Britannica,Notes,English,En alt,Plant name,Chinese WN,Chinese simp,Chinese,Ch transliteration,Jyutping,Ch literal,Ch alt,Arabic,Ar transliteration,Ar literal,Ar alt,Hungarian,Hu literal,Hu alt,Hu notes,Hindi,Hi transliteration,Hi literal,Hi alt ,Indonesian,Malay,Persian,FOC,taste/smell,heat,Major uses,Culinary,Medicinal,Köhler,Wyk,Hu,Hu en,Extra,sym,hu_1990,IPNI,TPL,TROP,EOL,WFO,NCBI,NCBI id
out,,,,,Geum urbanum,,,,,,clove root; herb bennet; wood avens,,,,,,,Rosaceae,root,Eur; As; N Am,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Ginkgo biloba,,,,,,gingko; maidenhair tree,,,,,,,Ginkgoaceae,seed,E China,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Glechoma hederacea,,,,,,alehoof; gill over the ground; ground ivy,,,,,,,Lamiaceae,leaf; herb,Eur,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Glehnia litoralis,,,,,,cork wing,,,,,,,Apiaceae,leaf,NE As; N Am,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Globba marantina,,,,,,kapulaga ambon; halia utan; bonelau,,,,,,,Zingiberaceae,rhizome; herb,E As,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Glycine max,,,,,,soybean; soya bean; soya,,,,,,,Fabaceae,seed,As; E As,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Glycyrrhiza echinata,,,,,,Roman liquorice,,,,,,,Fabaceae,rhizome,S Eur,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Glycyrrhiza lepidota,,,,,,American licorice,,,,,,,Fabaceae,rhizome,N Am,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Glycyrrhiza uralensis,,,,,,Chinese licorice; Manchurian liquorice,,,,,,,Fabaceae,root,China; As,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Gnetum gnemon,,,,,,melinjo; belinjo,,,,,,,Gnetaceae,leaf,Trop As,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Guajacum officinale,,,,,,lignum vitae,,,,,,,Zygophyllaceae,wood; resin,C Am; S Am,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Guajacum sanctum,,,,,,holywood; lignum vitae,,,,,,,Zygophyllaceae,wood; resin,S Am,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Hedeoma pulegioides,,,,,,American (false) pennyroyal; mosquito plant; pennyroyal; squaw mint; tickweed,,,,,,,Lamiaceae,leaf,N Am,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Helichrysum italicum,,,,,,curry plant; Italian everlasting; immortelle,,,,,,,Asteraceae,herb,Med; W As,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Hemerocallis aurantiaca,,,,,,orange day lily,,,,,,,Hemerocallidaceae,flower,E As,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Hemerocallis citrina,,,,,,lemon day lily,,,,,,,Hemerocallidaceae,flower,E As,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Hemerocallis fulva,,,,,,fulvous day lily; golden needles; orange needles; tawny day lily,,,,,,,Hemerocallidaceae,flower,As,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Hemerocallis lilioasphodelus,,,,,,lemon day lily; yellow day lily,,,,,,,Hemerocallidaceae,flower,E Siberia; Jap,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Hemerocallis minor,,,,,,dwarf yellow day lily; grass leaf day lily; little day lily,,,,,,,Hemerocallidaceae,flower,E As,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Hemidesmus indicus,,,,,,Indian sarsaparilla; nunnery root,,,,,,,Asclepiadeceae,root,S Ind; SE As; Malay,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Heracleum persicum,,,,,,golpar; Persian cow-parsley,,,,,,,Apiaceae,seed,Iran,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Hesperethusa crenulata,,,,,,beli; tondsha; tor elaga; nayvila; nayibullal,,,,,,,Rutaceae,fruit,Indomal,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Heterotheca inuloides,,,,,,false golden aster; Mexican arnica,,,,,,,Asteraceae,flower,S & N Am,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Hibiscus sabdariffa,,,,,,roselle; hibiscus; karkade; Jamaica sorrel,,,,,,,Malvaceae,calyx,Trop Afr,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Hierochloe odorata,,,,,,holy grass; manna grass; seneca grass; sweet grass; vanilla grass,,,,,,,Poaceae,leaf,Eur; As; N Am,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Houttuynia cordata,,,,,,fishwort; fish mint; saururis; heart leaf,,,,,,,Saururaceae,leaf; herb,SE As,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Humulus lupulus,,,,,,hop; hops,,,,,,,Cannabaceae,female flowers,Eur; As; N Am,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Hypericum perforatum,,,,,,St John’s wort,,,,,,,Hypericaceae,herb,Eur; As,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Hyptis spicigera,,,,,,black sesame; black beni seed; bush mint,,,,,,,Lamiaceae,seed,Am; Afr,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Hyptis suaveolens,,,,,,Indian horehound; wild spikenard,,,,,,,Lamiaceae,leaf,S Am,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Inula helenium,,,,,,elecampane; scabwort; velvet dock,,,,,,,Asteraceae,rhizome,As; Eur,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Iris germanica,,,,,,flag iris; common iris; German iris; orris,,,,,,,Iridaceae,rhizome,Eur,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Jasminum officinale,,,,,,white jasmine; jessamine,,,,,,,Oleaceae,flower,Himal; SW China,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Jasminum sambac,,,,,,Arabian jasmine; biblical jasmine; samba,,,,,,,Oleaceae,flower,As,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Juglans nigra,,,,,,black walnut,,,,,,,Juglandaceae,seed,N Am,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Juglans regia,,,,,,walnut; English walnut; Persian walnut,,,,,,,Juglandaceae,seed,C As,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Juniperus communis,,,,,,juniper,,,,,,,Cupressaceae,fruit,As; Eur; N Am,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Juniperus virginiana,,,,,,Virginian cedar; pencil cedar; eastern red cedar,,,,,,,Cupressaceae,fruit,N Am,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Kaempferia galanga,,,,,,small galangal; kencur; sha jiang,,,,,,,Zingiberaceae,rhizome; leaf,Trop As,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Krameria lappacea,,,,,,rhatany; Peruvian rhatany,,,,,,,Krameriaceae,root,S Am,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Lactuca sativa,,,,,,lettuce,,,,,,,Asteraceae,leaf,Med,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Lantana camara,,,,,,lantana; red sage; sherry pie; shrub verbena,,,,,,,Verbenaceae,leaf,C Am; S Am,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Laser trilobum,,,,,,laserwort,,,,,,,Apiaceae,fruit,Eur; W As,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Laserpitium siler,,,,,,laserwort,,,,,,,Apiaceae,fruit; root,N Afr; C & S Eu,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Lavandula × intermedia,,,,,,lavandin; Dutch lavender,,,,,,,Lamiaceae,herb,cultigen,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Lavandula dentata,,,,,,French lavender,,,,,,,Lamiaceae,herb,Med; W As,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Lavandula latifolia,,,,,,broadleaf lavender; spike lavender; spikenard; broad-leaf lavender,,,,,,,Lamiaceae,herb,Med,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Lavandula stoechas,,,,,,Spanish lavender; Arabian lavender; French lavender; Italian lavender,,,,,,,Lamiaceae,herb,Med,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Lepidium draba,,,,,,hoary cress; whitetop,,,,,,,Brassicaceae,leaf; seed,Med; Euras,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Lepidium latifolium,,,,,,dittander; perennial peppergrass,,,,,,,Brassicaceae,fresh herb,Eur; Med,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Lepidium sativum,,,,,,cress; garden cress; pepper grass,,,,,,,Brassicaceae,fresh leaf,N Afr; W & C As,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Leptospermum citratum,,,,,,lemon-scented tea,,,,,,,Myrtaceae,leaf,Aus,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Leucas zeylanica,,,,,,Ceylon leucas; admiration herb,,,,,,,Lamiaceae,leaf,Trop As,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Limnophila aromatica,,,,,,rice-paddy weed,,,,,,,Plantaginaceae,herb,SE As,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Limnophila rugosa,,,,,,hades; selaseh; ayer; selaseh banyu,,,,,,,Plantaginaceae,leaf; herb,Trop OW; Pac,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Lippia adoensis,,,,,,koseret,,,,,,,Verbenaceae,herb,E Afr (Ethiopia),,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Lippia alba,,,,,,white oregano,,,,,,,Verbenaceae,leaf; herb,N Am,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Lippia dulcis,,,,,,Mexican lippia; yerba dulce,,,,,,,Verbenaceae,leaf; herb,C Am,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Lippia graveolens,,,,,,Mexican oregano; American oregano; Mexican sage; mintweed,,,,,,,Verbenaceae,leaf; herb,S Am; N Am; C Am,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Lippia javanica,,,,,,fever tea,,,,,,,Verbenaceae,leaf; herb,Afr,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Lippia micromera,,,,,,Spanish thyme; Puerto Rico oregano,,,,,,,Verbenaceae,leaf; herb,N Am; S Am,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Lippia multiflora,,,,,,Gambian tea bush,,,,,,,Verbenaceae,leaf,Afr,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Litsea cubeba,,,,,,mountain pepper; pheasant-pepper,,,,,,,Lauraceae,fruit,As,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Litsea japonica,,,,,,Japanese mountain pepper,,,,,,,Lauraceae,fruit,As,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Litsea pipericarpa,,,,,,kulit antarsa; kulit pulaga,,,,,,,Lauraceae,fruit,As,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Lycopersicon esculentum,,,,,,tomato,,,,,,,Solanaceae,fruit,C Am; S Am,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Mammea americana,,,,,,mammee; mammee-apple,,,,,,,Guttiferae,flower,S Am,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Mangifera indica,,,,,,mango (amchur; amchoor),,,,,,,Anacardiaceae,fruit,Ind; Trop As,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Mangifera odorata,,,,,,kurwini mango; saipan mango,,,,,,,Anacardiaceae,fruit,SE As,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Matricaria recutita,,,,,,German chamomile,,,,,,,Asteraceae,herb,Eur,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Mediasia macrophylla,,,,,,pamir; large-leaved mediasia,,,,,,,Apiaceae,fruit,As,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Mentha × cordifolia,,,,,,Kentucky spearmint,,,,,,,Lamiaceae,herb,N Am,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Mentha × gracilis,,,,,,Scotch mint; Scotch spearmint; ginger mint,,,,,,,Lamiaceae,leaf; herb,Eur,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Mentha × piperita,,,,,,peppermint,,,,,,,Lamiaceae,leaf; herb,cultigen (Britain),,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Mentha × piperita ‘citrata’,,,,,,bergamot mint; eau de Cologne mint; lemon mint; orange mint,,,,,,,Lamiaceae,fresh leaf,Britain,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Mentha × rotundifolia,,,,,,round-leaved mint; false apple mint,,,,,,,Lamiaceae,leaf; herb,Eur,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Mentha × smithiana,,,,,,red mint; bergamot mint,,,,,,,Lamiaceae,leaf; herb,Eur,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Mentha × villosa,,,,,,bowl mint; apple mint; woolly mint,,,,,,,Lamiaceae,leaf,Eur,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Mentha alopecuroides,,,,,,apple mint; bowl mint,,,,,,,Lamiaceae,leaf; herb,Eur,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Mentha aquatica,,,,,,water mint,,,,,,,Lamiaceae,leaf; herb,Eur; Afr; W As,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Mentha arvensis,,,,,,corn mint; field mint; Japanese mint,,,,,,,Lamiaceae,leaf; herb,Eur; As,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Mentha haplocalyx,,,,,,Japanese peppermint,,,,,,,Lamiaceae,herb,As,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Mentha longifolia,,,,,,horse mint; long-leaf mint,,,,,,,Lamiaceae,herb,Eur; As; Afr,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Mentha pulegium,,,,,,pennyroyal; pudding grass,,,,,,,Lamiaceae,leaf; herb,Eur; W As,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Mentha requienii,,,,,,Corsican mint; menthella,,,,,,,Lamiaceae,leaf; herb,Eur,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Mentha spicata,,,,,,spearmint; garden mint; crisp mint; green mint; lamb mint,,,,,,,Lamiaceae,leaf; herb,Eur,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Mentha suaveolens,,,,,,apple mint; pineapple mint,,,,,,,Lamiaceae,leaf; herb,Eur,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Menyanthes trifoliata,,,,,,bogbean; bogmyrtle; marsh-clover; marshtrefoil; water trefoil,,,,,,,Menyanthaceae,leaf,Eur; N Am; As,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Merremia dissecta,,,,,,alamo vine; dissected merremia,,,,,,,Convolvulaceae,leaf,Trop Am,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Meum athamanticum,,,,,,baldmoney; bearwort; meu; spignel,,,,,,,Apiaceae,root; leaf,N Afr; Eur,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,,,Michelia champaca,,,,,,golden champa; yellow champa,,,,,,,Magnoliaceae,flower,C As,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
